,OverallQual,GrLivArea,GarageArea,Neighborhood,1stFlrSF,BsmtFinSF1,LotArea,YearBuilt,LotFrontage,BsmtUnfSF,OpenPorchSF,YearRemodAdd,WoodDeckSF,MasVnrArea,OverallCond,2ndFlrSF,MoSold,ExterQual,BsmtQual_Gd,GarageFinish_RFn,Id,SalePrice
1392,6,1252,528.0,145847.08,1252,0.0,10721,1959,80.0,1252.0,39,1959,0,243.0,6,0,10,4,0,0,1426,142000.0
1393,7,2127,525.0,288200.24242424243,1223,1000.0,10944,1994,81.0,223.0,132,1994,171,448.0,5,904,8,4,1,1,1427,271000.0
1394,5,1558,288.0,145847.08,1048,580.0,10930,1945,60.0,333.0,0,1950,0,0.0,6,510,4,3,0,0,1428,140000.0
1395,5,804,240.0,125914.94594594595,804,510.0,7200,1940,60.0,278.0,0,1992,0,294.0,7,0,2,3,0,0,1429,119000.0
1396,6,1440,467.0,189050.0684931507,1440,678.0,12546,1981,106.71901071878857,762.0,0,1981,0,310.0,7,0,4,4,1,0,1430,182900.0
1397,5,1838,372.0,192854.50632911394,734,0.0,21930,2005,60.0,732.0,40,2005,100,0.0,5,1104,7,4,1,0,1431,192140.0
1398,6,958,440.0,142694.44444444444,958,958.0,4928,1976,39.356971928394536,0.0,60,1976,0,0.0,6,0,10,3,1,1,1432,143750.0
1399,4,968,216.0,125914.94594594595,968,0.0,10800,1927,60.0,656.0,0,2007,0,0.0,6,0,8,3,0,0,1433,64500.0
1400,6,1792,451.0,192854.50632911394,962,0.0,10261,2000,93.0,936.0,0,2000,0,318.0,5,830,5,3,1,0,1434,186500.0
1401,5,1126,484.0,156270.1224489796,1126,936.0,17400,1977,80.0,190.0,41,1977,295,0.0,5,0,5,3,0,1,1435,160000.0
1402,6,1537,462.0,145847.08,1537,0.0,8400,1962,80.0,1319.0,36,2005,0,237.0,9,0,7,4,0,1,1436,174000.0
1403,4,864,528.0,145847.08,864,616.0,9000,1971,60.0,248.0,0,1971,0,0.0,6,0,5,3,0,0,1437,120500.0
1404,8,1932,774.0,284706.625,1932,1336.0,12444,2008,96.0,596.0,66,2008,0,426.0,5,0,11,5,0,0,1438,394617.0
1405,6,1236,923.0,125914.94594594595,1236,600.0,7407,1957,90.0,312.0,158,1996,0,0.0,7,0,4,3,0,0,1439,149700.0
1406,7,1725,550.0,189050.0684931507,1040,315.0,11584,1979,80.0,114.0,88,1979,0,96.0,6,685,11,3,0,1,1440,197000.0
1407,6,2555,672.0,210624.72549019608,1423,0.0,11526,1922,79.0,588.0,0,1994,431,0.0,7,748,9,3,0,0,1441,191000.0
1408,6,848,420.0,196442.92617449665,848,697.0,4426,2004,35.34779986913033,151.0,0,2004,149,147.0,5,0,5,4,1,1,1442,149300.0
1409,10,2007,812.0,223054.89411764705,1026,765.0,11003,2008,85.0,252.0,52,2008,168,160.0,5,981,4,5,0,0,1443,310000.0
1410,6,952,192.0,126334.64912280702,952,0.0,8854,1916,70.71157253530951,952.0,98,1950,0,0.0,6,0,5,3,0,0,1444,121000.0
1411,7,1422,626.0,196442.92617449665,1422,0.0,8500,2004,63.0,1422.0,60,2004,192,106.0,5,0,11,4,1,1,1445,179600.0
1412,6,913,240.0,136793.13513513515,913,187.0,8400,1966,70.0,0.0,0,1966,0,0.0,5,0,5,3,0,0,1446,129000.0
1413,5,1188,312.0,156270.1224489796,1188,593.0,26142,1962,123.37523040730406,595.0,39,1962,261,189.0,7,0,4,3,0,0,1447,157900.0
1414,8,2090,556.0,196442.92617449665,1220,1079.0,10000,1995,80.0,141.0,65,1996,0,438.0,5,870,12,4,1,1,1448,240000.0
1415,4,1346,384.0,128219.7,796,0.0,11767,1910,70.0,560.0,24,2000,168,0.0,7,550,5,3,0,0,1449,112000.0
1416,5,630,0.0,98576.4705882353,630,553.0,1533,1970,21.0,77.0,0,1970,0,0.0,7,0,8,3,1,0,1450,92000.0
1417,5,1792,0.0,145847.08,896,0.0,9000,1974,60.0,896.0,45,1974,32,0.0,5,896,9,3,1,0,1451,136000.0
1418,8,1578,840.0,223054.89411764705,1578,0.0,9262,2008,78.0,1573.0,36,2009,0,194.0,5,0,5,4,1,0,1452,287090.0
1419,5,1072,525.0,128219.7,1072,547.0,3675,2005,35.0,0.0,28,2005,0,80.0,5,0,5,3,1,0,1453,145000.0
1420,5,1140,0.0,156270.1224489796,1140,0.0,17217,2006,90.0,1140.0,56,2006,36,0.0,5,0,7,3,1,0,1454,84500.0
1421,7,1221,400.0,223054.89411764705,1221,410.0,7500,2004,62.0,811.0,113,2005,0,0.0,5,0,10,4,1,1,1455,185000.0
1422,6,1647,460.0,192854.50632911394,953,0.0,7917,1999,62.0,953.0,40,2000,0,0.0,5,694,8,3,1,1,1456,175000.0
1423,6,2073,500.0,189050.0684931507,2073,790.0,13175,1978,85.0,589.0,0,1988,349,119.0,6,0,2,3,1,0,1457,210000.0
1424,7,2340,252.0,210624.72549019608,1188,275.0,9042,1941,66.0,877.0,60,2006,0,0.0,9,1152,5,5,0,1,1458,266500.0
1425,5,1078,240.0,145847.08,1078,49.0,9717,1950,68.0,0.0,0,1996,366,0.0,6,0,4,3,0,0,1459,142125.0
1426,5,1256,276.0,128219.7,1256,830.0,9937,1965,75.0,136.0,68,1965,736,0.0,6,0,6,4,0,0,1460,147500.0
1427,5,896,730.0,145847.08,896,468.0,11622,1961,80.0,270.0,0,1961,140,0.0,6,0,6,3,0,0,1461,
1428,6,1329,312.0,145847.08,1329,923.0,14267,1958,81.0,406.0,36,1958,393,108.0,6,0,6,3,0,0,1462,
1429,5,1629,482.0,192854.50632911394,928,791.0,13830,1997,74.0,137.0,34,1998,212,0.0,5,701,3,3,1,0,1463,
1430,6,1604,470.0,192854.50632911394,926,602.0,9978,1998,78.0,324.0,36,1998,360,20.0,6,678,6,3,0,0,1464,
1431,8,1280,506.0,272727.4761904762,1280,263.0,5005,1992,43.0,1017.0,82,1992,0,0.0,5,0,1,4,1,1,1465,
1432,6,1655,440.0,192854.50632911394,763,0.0,10000,1993,75.0,763.0,84,1994,157,0.0,5,892,4,3,1,0,1466,
1433,6,1187,420.0,192854.50632911394,1187,935.0,7980,1992,63.731460224957075,233.0,21,2007,483,0.0,7,0,3,3,1,0,1467,
1434,6,1465,393.0,192854.50632911394,789,0.0,8402,1998,63.0,789.0,75,1998,0,0.0,5,676,5,3,1,0,1468,
1435,7,1341,506.0,192854.50632911394,1341,637.0,10176,1990,85.0,663.0,0,1990,192,0.0,5,0,2,3,1,0,1469,
1436,4,882,525.0,145847.08,882,804.0,8400,1970,70.0,0.0,0,1970,240,0.0,5,0,4,3,0,0,1470,
1437,7,1337,511.0,145847.08,1337,1051.0,5858,1999,26.0,354.0,68,1999,203,0.0,5,0,6,4,1,0,1471,
1438,6,987,264.0,104493.75,483,156.0,1680,1971,21.0,327.0,0,1971,275,504.0,5,504,2,3,0,0,1472,
1439,5,1092,320.0,104493.75,525,300.0,1680,1971,21.0,225.0,0,1971,0,492.0,5,567,3,3,0,0,1473,
1440,6,1456,440.0,142694.44444444444,855,514.0,2280,1975,24.0,341.0,0,1975,173,0.0,6,601,6,3,0,0,1474,
1441,7,836,308.0,142694.44444444444,836,0.0,2280,1975,24.0,836.0,30,1975,0,0.0,6,0,6,3,1,0,1475,
1442,9,2334,751.0,284706.625,1627,0.0,12858,2009,102.0,1590.0,133,2010,144,162.0,5,707,1,5,0,0,1476,
1443,8,1544,868.0,284706.625,1544,0.0,12883,2009,94.0,1544.0,35,2010,0,256.0,5,0,6,4,1,1,1477,
1444,9,1698,730.0,284706.625,1698,110.0,11520,2005,90.0,1588.0,74,2005,192,615.0,5,0,6,4,0,0,1478,
1445,8,1822,678.0,284706.625,1822,28.0,14122,2005,79.0,1794.0,119,2006,0,240.0,5,0,2,4,0,1,1479,
1446,9,2696,958.0,284706.625,2696,1373.0,14300,2003,110.0,1473.0,150,2004,220,1095.0,5,0,6,5,0,0,1480,
1447,8,2250,756.0,284706.625,1687,578.0,13650,2002,105.0,1093.0,130,2002,238,232.0,5,563,6,4,1,0,1481,
1448,8,1370,484.0,284706.625,1370,24.0,7132,2006,41.0,1346.0,49,2006,120,178.0,5,0,4,4,1,1,1482,
1449,6,1324,430.0,192854.50632911394,1324,0.0,18494,2005,100.0,1324.0,23,2005,36,0.0,5,0,1,4,1,0,1483,
1450,7,1145,437.0,194870.88235294117,1145,16.0,3203,2006,43.0,1129.0,116,2006,100,14.0,5,0,1,4,1,0,1484,
1451,7,1374,400.0,192854.50632911394,744,326.0,13300,2004,67.0,58.0,0,2004,100,0.0,5,630,6,4,1,0,1485,
1452,7,1733,433.0,192854.50632911394,847,0.0,8577,2004,63.0,847.0,48,2004,144,0.0,5,886,4,4,1,0,1486,
1453,8,2475,962.0,288200.24242424243,1645,0.0,17433,1998,60.0,1629.0,172,1998,23,114.0,5,830,1,4,0,0,1487,
1454,8,1595,880.0,223054.89411764705,1595,0.0,8987,2005,73.0,1595.0,0,2006,144,226.0,5,0,5,4,1,1,1488,
1455,7,1218,676.0,223054.89411764705,1218,0.0,9215,2009,92.0,1218.0,136,2010,0,0.0,5,0,4,4,1,1,1489,
1456,6,1468,528.0,223054.89411764705,1468,1414.0,10440,2005,84.0,54.0,102,2005,0,0.0,5,0,5,4,0,0,1490,
1457,7,1659,484.0,186555.7966101695,831,0.0,11920,2004,70.0,831.0,68,2004,144,122.0,5,828,4,4,1,1,1491,
1458,5,1012,429.0,186555.7966101695,1012,0.0,9800,1920,70.0,816.0,0,1950,121,0.0,5,0,4,3,0,0,1492,
1459,6,1494,461.0,136793.13513513515,1494,126.0,15410,1974,39.0,223.0,0,2002,296,250.0,6,0,4,3,0,0,1493,
1460,8,2349,762.0,288200.24242424243,1251,250.0,13143,1993,85.0,0.0,130,1993,32,504.0,5,1098,6,4,1,1,1494,
1461,8,2225,713.0,288200.24242424243,1402,1129.0,11134,1992,88.0,261.0,30,1993,198,180.0,5,823,6,4,1,1,1495,
1462,7,1488,506.0,223054.89411764705,1488,1298.0,4835,2004,25.0,190.0,50,2005,168,0.0,5,0,3,4,0,0,1496,
1463,7,1680,588.0,223054.89411764705,840,0.0,3515,2004,39.0,840.0,111,2004,0,0.0,5,840,1,4,1,1,1497,
1464,7,1200,480.0,223054.89411764705,600,280.0,3215,2004,30.0,320.0,172,2004,0,120.0,5,600,4,4,1,1,1498,
1465,7,1200,480.0,223054.89411764705,600,368.0,2544,2004,24.0,190.0,172,2005,0,0.0,5,600,2,4,1,1,1499,
1466,6,1236,480.0,223054.89411764705,600,376.0,2544,2005,24.0,224.0,166,2005,0,216.0,5,636,5,4,1,1,1500,
1467,6,1512,440.0,223054.89411764705,756,466.0,2980,2000,25.34852956655428,290.0,32,2000,0,1159.0,5,756,5,4,1,0,1501,
1468,7,1080,496.0,223054.89411764705,530,244.0,2403,2003,16.883774121621755,286.0,50,2003,0,0.0,5,550,6,4,1,1,1502,
1469,8,1418,852.0,223054.89411764705,1418,1032.0,12853,2010,57.0,610.0,192,2010,160,0.0,5,0,4,4,0,1,1503,
1470,8,1848,592.0,223054.89411764705,975,484.0,7379,2000,68.0,491.0,184,2000,280,0.0,5,873,4,4,1,1,1504,
1471,7,1492,596.0,223054.89411764705,1492,833.0,8000,2002,80.0,659.0,137,2002,277,0.0,5,0,4,4,1,1,1505,
1472,6,1829,535.0,189050.0684931507,1829,506.0,10456,1967,83.50578297144752,1323.0,76,1967,0,120.0,6,0,5,3,0,1,1506,
1473,6,2495,660.0,189050.0684931507,1280,1137.0,10791,1993,80.0,143.0,32,1993,224,0.0,5,1215,3,3,1,0,1507,
1474,6,1891,678.0,189050.0684931507,1287,687.0,18837,1978,150.4397890047013,491.0,69,1978,0,0.0,5,604,4,3,1,1,1508,
1475,6,1645,441.0,189050.0684931507,930,329.0,9600,1971,80.0,386.0,78,1971,0,0.0,6,715,6,3,0,1,1509,
1476,5,1232,490.0,145847.08,1232,698.0,9600,1966,80.0,534.0,224,1966,0,172.0,5,0,4,3,0,1,1510,
1477,5,1209,504.0,145847.08,1209,1059.0,9900,1966,90.0,150.0,0,1966,0,0.0,5,0,4,3,1,1,1511,
1478,5,1510,517.0,145847.08,1510,1010.0,9680,1967,88.0,500.0,40,1967,0,268.0,6,0,4,3,0,1,1512,
1479,6,1775,480.0,145847.08,1131,0.0,10600,1964,84.65582435896553,533.0,172,1964,0,0.0,5,644,5,3,0,0,1513,
1480,5,1728,0.0,145847.08,1728,1500.0,13260,1962,98.0,228.0,0,2001,0,144.0,6,0,1,3,0,0,1514,
1481,5,2461,400.0,145847.08,1929,670.0,9724,1952,68.0,470.0,0,2002,0,265.0,7,532,3,4,0,0,1515,
1482,6,1556,470.0,145847.08,1019,300.0,17360,1949,120.0,482.0,0,1950,0,340.0,6,537,1,3,0,0,1516,
1483,6,1128,315.0,145847.08,1128,944.0,11380,1966,75.0,136.0,0,2008,238,216.0,8,0,1,3,0,0,1517,
1484,5,1604,576.0,145847.08,1604,0.0,8267,1958,70.0,1604.0,0,1958,42,0.0,5,0,3,3,0,0,1518,
1485,7,1480,620.0,145847.08,1480,1188.0,8197,2003,70.0,292.0,73,2009,252,506.0,5,0,2,4,1,1,1519,
1486,5,1143,308.0,145847.08,1143,856.0,8050,1959,64.29050812166723,125.0,0,1959,0,150.0,5,0,5,3,0,1,1520,
1487,5,1206,312.0,145847.08,1206,936.0,10725,1959,87.0,270.0,21,1959,0,91.0,5,0,5,3,0,1,1521,
1488,6,1580,440.0,145847.08,1580,734.0,10032,1959,80.0,510.0,28,1959,0,432.0,5,0,6,3,0,0,1522,
1489,4,1337,263.0,145847.08,832,0.0,8382,1956,60.0,832.0,0,1956,0,0.0,5,505,2,3,0,0,1523,
1490,5,1064,318.0,145847.08,1064,339.0,10950,1952,60.0,525.0,0,1952,0,0.0,7,0,5,3,0,0,1524,
1491,5,972,305.0,145847.08,972,648.0,10895,1955,119.0,324.0,0,1955,0,0.0,6,0,6,3,0,0,1525,
1492,5,988,264.0,145847.08,988,532.0,13587,1958,70.0,456.0,0,1958,0,0.0,5,0,4,3,0,0,1526,
1493,4,985,676.0,145847.08,985,0.0,7898,1920,65.0,576.0,0,1994,0,0.0,7,0,4,3,0,0,1527,
1494,6,1224,280.0,145847.08,816,481.0,8064,1948,60.0,161.0,0,2004,414,0.0,8,408,5,3,0,0,1528,
1495,5,1175,484.0,145847.08,1175,588.0,7635,1960,81.0,237.0,0,1960,0,0.0,6,0,6,3,0,1,1529,
1496,6,1395,440.0,145847.08,1395,717.0,9760,1963,80.0,415.0,0,1984,657,218.0,7,0,5,3,0,1,1530,
1497,4,1844,240.0,125914.94594594595,1157,48.0,4800,1900,60.0,661.0,0,1954,84,771.0,5,687,1,3,0,0,1531,
1498,5,936,0.0,125914.94594594595,936,579.0,4485,1920,56.0,357.0,0,1950,51,0.0,7,0,5,3,0,0,1532,
1499,5,1347,551.0,125914.94594594595,1347,274.0,5805,1957,69.0,0.0,0,1957,0,0.0,7,0,6,3,0,0,1533,
1500,6,1251,240.0,125914.94594594595,827,0.0,6900,1938,50.0,827.0,0,2000,0,0.0,7,424,1,3,1,0,1534,
1501,5,1633,240.0,125914.94594594595,1027,780.0,11851,1948,69.0,247.0,100,2009,0,0.0,7,606,6,3,0,0,1535,
1502,5,1245,315.0,125914.94594594595,1060,176.0,8239,1920,65.79993744278461,832.0,0,1962,0,0.0,6,185,3,3,0,0,1536,
1503,2,832,780.0,125914.94594594595,832,0.0,9656,1923,68.0,678.0,0,1970,0,0.0,2,0,6,3,0,0,1537,
1504,8,1566,288.0,125914.94594594595,930,0.0,9600,1900,60.0,930.0,228,2003,54,0.0,9,636,4,4,0,0,1538,
1505,8,2268,624.0,125914.94594594595,1157,0.0,9000,1890,50.0,346.0,108,2002,0,0.0,9,1111,4,4,0,0,1539,
1506,5,2256,0.0,125914.94594594595,1128,0.0,9045,1910,100.0,840.0,18,1950,0,0.0,3,1128,6,3,0,0,1540,
1507,6,1470,624.0,125914.94594594595,868,283.0,10560,1922,60.0,455.0,0,1994,0,0.0,7,602,6,3,0,0,1541,
1508,5,1612,363.0,126334.64912280702,1030,788.0,5830,1950,53.0,200.0,0,1997,0,0.0,6,582,3,3,0,0,1542,
1509,7,2068,315.0,126334.64912280702,1160,474.0,7793,1922,66.28895668193204,634.0,0,2005,0,0.0,7,908,5,3,1,0,1543,
1510,4,765,200.0,126334.64912280702,765,188.0,5000,1925,50.0,577.0,0,1950,135,0.0,7,0,4,3,0,0,1544,
1511,6,1132,240.0,126334.64912280702,608,452.0,6000,1939,50.0,144.0,0,1950,0,0.0,7,524,4,3,0,0,1545,
1512,6,1196,576.0,126334.64912280702,848,264.0,6000,1940,50.0,308.0,0,1950,0,0.0,6,348,3,3,0,0,1546,
1513,5,1453,240.0,126334.64912280702,955,360.0,6360,1942,53.0,316.0,0,1950,0,300.0,6,498,3,3,0,0,1547,
1514,6,1416,312.0,126334.64912280702,780,300.0,6000,1948,50.0,480.0,0,1950,221,0.0,7,636,3,3,0,0,1548,
1515,5,1040,624.0,126334.64912280702,548,276.0,6240,1936,52.0,252.0,0,1980,306,0.0,7,492,5,3,0,0,1549,
1516,5,1536,480.0,126334.64912280702,928,448.0,6240,1930,52.0,480.0,10,1950,0,0.0,5,608,3,3,0,0,1550,
1517,6,1068,288.0,125914.94594594595,1068,960.0,6120,1923,51.0,164.0,0,1950,0,0.0,5,0,3,3,0,0,1551,
1518,4,1962,572.0,125914.94594594595,888,0.0,8094,1915,57.0,888.0,0,1950,160,0.0,5,1074,6,3,0,0,1552,
1519,6,1560,0.0,125914.94594594595,780,0.0,12900,1912,60.0,780.0,0,2009,344,0.0,8,780,5,4,0,0,1553,
1520,6,1324,180.0,125914.94594594595,662,0.0,3068,1920,52.0,662.0,0,1993,0,0.0,8,662,2,3,0,0,1554,
1521,5,1675,365.0,212565.42857142858,1675,766.0,15263,1959,100.0,656.0,132,1959,0,90.0,5,0,5,3,1,0,1555,
1522,5,1224,180.0,212565.42857142858,725,0.0,10632,1917,72.0,689.0,0,1950,0,0.0,3,499,1,3,1,0,1556,
1523,5,1392,0.0,142591.36,1212,1026.0,9900,1915,60.0,186.0,0,1950,0,0.0,4,180,2,2,0,0,1557,
1524,6,919,231.0,142591.36,600,368.0,6001,1940,65.0,232.0,0,1950,0,0.0,5,319,3,3,0,0,1558,
1525,4,1884,0.0,142591.36,942,73.0,6449,1907,51.50428408405366,634.0,0,1950,0,0.0,1,942,3,3,0,0,1559,
1526,5,1680,450.0,142591.36,936,736.0,6048,1910,60.0,120.0,144,1950,56,0.0,7,744,6,3,0,0,1560,
1527,4,1832,0.0,136793.13513513515,1832,704.0,10773,1967,72.0,1128.0,58,1967,0,72.0,3,0,5,2,0,0,1561,
1528,5,892,416.0,136793.13513513515,892,240.0,7800,1966,65.0,150.0,0,2008,0,47.0,7,0,6,3,0,0,1562,
1529,5,864,280.0,136793.13513513515,864,775.0,7832,1968,65.0,89.0,0,1968,226,0.0,5,0,5,3,0,0,1563,
1530,5,1373,591.0,136793.13513513515,1373,1319.0,7424,1978,59.2910226453736,0.0,0,1978,0,0.0,5,0,5,3,1,0,1564,
1531,5,1440,480.0,136793.13513513515,720,267.0,11227,1968,86.0,0.0,38,1968,192,0.0,5,720,3,3,0,0,1565,
1532,7,1483,690.0,212565.42857142858,1483,1092.0,20062,1977,160.22312719712892,328.0,0,2001,496,0.0,7,0,4,4,1,1,1566,
1533,4,756,440.0,136793.13513513515,756,0.0,9259,1927,94.0,660.0,0,1950,80,0.0,4,0,6,3,0,0,1567,
1534,6,1981,522.0,212565.42857142858,1117,964.0,17082,1978,80.61723226293199,153.0,104,1992,336,288.0,5,864,5,3,1,0,1568,
1535,3,1610,480.0,128219.7,1052,288.0,18600,1938,124.0,0.0,0,1990,0,0.0,4,558,6,3,0,1,1569,
1536,6,1074,467.0,128219.7,1074,104.0,11479,1950,65.0,172.0,52,1987,0,0.0,7,0,6,3,0,0,1570,
1537,4,1531,209.0,128219.7,1169,192.0,9350,1947,50.0,564.0,0,1979,0,0.0,6,0,6,3,0,0,1571,
1538,5,1172,366.0,128219.7,1172,954.0,9525,1954,75.0,218.0,0,1998,240,0.0,7,0,6,3,0,0,1572,
1539,7,1508,572.0,128219.7,1508,1346.0,17485,2009,44.0,162.0,0,2010,0,96.0,5,0,1,4,1,1,1573,
1540,5,1298,504.0,128219.7,1298,0.0,11200,1964,52.85756944999638,1250.0,144,1964,0,0.0,3,0,6,3,0,0,1574,
1541,7,1433,528.0,186555.7966101695,1433,1433.0,11980,1987,83.0,0.0,278,1987,0,177.0,5,0,6,4,1,1,1575,
1542,6,1802,1017.0,186555.7966101695,964,860.0,12361,1993,87.0,86.0,92,1993,450,85.0,7,838,5,4,1,1,1576,
1543,7,1222,615.0,196442.92617449665,1222,24.0,7360,2010,64.0,1198.0,54,2010,0,80.0,5,0,3,4,1,1,1577,
1544,6,1445,484.0,186555.7966101695,831,0.0,14235,1900,82.0,676.0,59,1993,0,0.0,8,614,3,3,0,0,1578,
1545,5,965,580.0,196442.92617449665,965,870.0,11105,1996,82.0,0.0,0,1996,71,0.0,5,0,7,3,1,0,1579,
1546,7,1692,513.0,196442.92617449665,892,353.0,9337,1997,74.56900302260955,525.0,39,1998,0,0.0,5,800,4,3,1,1,1580,
1547,5,1026,308.0,196442.92617449665,1026,198.0,15240,1977,38.0,140.0,85,2004,316,0.0,8,0,6,4,1,0,1581,
1548,5,876,484.0,196442.92617449665,876,480.0,7480,1972,68.0,396.0,0,1972,0,0.0,6,0,6,3,0,0,1582,
1549,8,1978,850.0,196442.92617449665,1978,1682.0,10389,2003,80.0,296.0,25,2003,188,320.0,5,0,5,4,1,1,1583,
1550,7,2098,621.0,196442.92617449665,1044,0.0,9375,1997,75.0,1040.0,38,1997,331,0.0,5,1054,4,4,1,0,1584,
1551,6,848,420.0,196442.92617449665,848,672.0,4435,2003,35.41967745585021,176.0,0,2003,140,170.0,5,0,4,4,1,0,1585,
1552,3,640,240.0,128219.7,640,0.0,8777,1945,67.0,0.0,0,2007,0,0.0,6,0,4,3,0,0,1586,
1553,5,992,319.0,128219.7,992,0.0,8842,1954,68.0,381.0,0,1954,60,0.0,6,0,1,3,0,0,1587,
1554,5,1196,336.0,128219.7,1196,1070.0,10044,1968,60.0,126.0,0,1968,257,0.0,6,0,6,3,1,1,1588,
1555,4,1120,480.0,128219.7,792,0.0,11792,1948,89.0,744.0,0,1950,0,0.0,5,328,6,3,0,0,1589,
1556,6,1096,352.0,128219.7,1096,528.0,6305,1975,65.0,480.0,0,1975,0,0.0,6,0,6,3,0,0,1590,
1557,4,960,0.0,128219.7,960,0.0,6410,1958,64.0,960.0,0,1958,0,0.0,5,0,5,3,0,0,1591,
1558,5,1296,260.0,142591.36,1296,133.0,4853,1924,67.0,974.0,0,1999,0,203.0,6,0,5,3,0,0,1592,
1559,6,856,399.0,142591.36,856,238.0,7890,1939,67.11405982554136,618.0,0,1950,0,0.0,6,0,3,3,0,0,1593,
1560,4,2650,0.0,142591.36,862,0.0,7200,1967,60.0,0.0,0,1967,0,0.0,6,1788,2,3,0,0,1594,
1561,5,1666,0.0,142591.36,894,0.0,9839,1931,51.0,894.0,156,1950,0,0.0,2,772,5,3,0,0,1595,
1562,7,2133,312.0,210624.72549019608,1225,426.0,10452,1941,78.0,850.0,0,1985,0,371.0,6,908,7,4,1,0,1596,
1563,5,2177,484.0,210624.72549019608,1102,375.0,15600,1950,78.0,657.0,0,1991,0,430.0,6,1075,3,3,0,0,1597,
1564,7,1652,473.0,210624.72549019608,896,343.0,19645,1994,85.0,80.0,0,2007,0,44.0,6,756,6,3,1,1,1598,
1565,8,1034,598.0,137500.0,1034,747.0,3907,1989,35.0,235.0,36,1989,141,0.0,6,0,4,4,1,0,1599,
1566,8,1191,531.0,137500.0,1191,76.0,3907,1989,35.0,1115.0,81,1989,112,0.0,5,0,3,4,1,0,1600,
1567,2,540,200.0,105716.73529411765,540,480.0,8154,1941,58.0,0.0,0,1950,0,0.0,5,0,4,3,0,0,1601,
1568,6,1107,625.0,105716.73529411765,727,308.0,9140,1921,50.0,321.0,56,1975,0,0.0,5,380,4,3,0,0,1602,
1569,4,952,330.0,105716.73529411765,952,0.0,8712,1896,66.0,756.0,0,1950,0,0.0,7,0,6,2,0,1,1603,
1570,8,1646,525.0,210624.72549019608,1646,1373.0,3811,2004,44.0,221.0,53,2005,128,186.0,5,0,5,4,0,0,1604,
1571,8,1916,741.0,156270.1224489796,1036,615.0,11050,1998,85.0,434.0,70,1999,0,0.0,5,880,5,4,1,0,1605,
1572,6,1285,473.0,156270.1224489796,1285,679.0,9620,1977,74.0,564.0,26,1977,375,0.0,7,0,5,3,0,0,1606,
1573,6,2048,776.0,156270.1224489796,2048,0.0,12760,1976,101.90644517173588,1958.0,0,1976,0,0.0,5,0,3,3,0,0,1607,
1574,7,1346,660.0,242247.44736842104,1346,78.0,11896,2008,88.0,1258.0,48,2008,100,60.0,5,0,5,4,1,0,1608,
1575,7,1214,520.0,242247.44736842104,1214,0.0,9803,2009,73.0,1214.0,25,2010,0,0.0,5,0,1,4,1,1,1609,
1576,5,1444,400.0,242247.44736842104,744,0.0,9802,2006,73.0,384.0,0,2007,100,0.0,5,700,4,3,1,0,1610,
1577,5,1264,528.0,156270.1224489796,1264,42.0,15300,1965,85.0,1026.0,0,1977,0,0.0,5,0,6,3,0,0,1611,
1578,5,1430,624.0,156270.1224489796,1430,0.0,10114,2004,93.0,1430.0,0,2005,0,0.0,5,0,3,3,0,1,1612,
1579,5,1344,686.0,156270.1224489796,1344,0.0,11875,1999,94.83848247761469,1344.0,0,1999,328,0.0,5,0,6,3,1,0,1613,
1580,5,945,253.0,98576.4705882353,945,915.0,2394,1973,31.0,30.0,0,1973,174,0.0,6,0,5,3,1,1,1614,
1581,4,1092,0.0,98576.4705882353,546,176.0,1476,1970,21.0,370.0,26,1970,200,0.0,7,546,3,3,0,0,1615,
1582,4,1092,0.0,98576.4705882353,546,0.0,1900,1970,21.0,546.0,0,1970,0,0.0,4,546,6,3,0,0,1616,
1583,4,1092,286.0,98576.4705882353,546,294.0,1890,1972,21.0,252.0,0,1972,0,0.0,6,546,6,3,0,0,1617,
1584,5,874,352.0,156270.1224489796,874,469.0,6953,1971,50.0,395.0,0,2004,0,0.0,7,0,6,3,0,0,1618,
1585,5,833,495.0,156270.1224489796,833,207.0,12887,1984,76.0,36.0,0,1984,431,0.0,7,0,4,3,1,0,1619,
1586,5,2432,616.0,156270.1224489796,1216,0.0,7700,1985,70.0,1216.0,0,1986,200,0.0,2,1216,2,3,0,0,1620,
1587,5,1274,576.0,156270.1224489796,624,458.0,10475,1991,63.0,166.0,0,1991,22,0.0,5,650,3,3,1,0,1621,
1588,5,1479,275.0,156270.1224489796,864,476.0,10544,1969,68.0,388.0,0,1969,287,0.0,5,615,4,3,0,0,1622,
1589,8,1803,482.0,156270.1224489796,1803,1341.0,9892,1994,76.0,54.0,64,1995,129,0.0,5,0,2,4,1,0,1623,
1590,6,1797,616.0,156270.1224489796,1152,944.0,12961,1993,74.0,208.0,312,1994,162,0.0,5,645,3,4,1,0,1624,
1591,6,882,502.0,145847.08,882,564.0,13008,1956,74.0,318.0,0,1956,0,0.0,5,0,10,3,0,0,1625,
1592,6,1434,528.0,145847.08,1434,844.0,10200,1974,85.0,590.0,21,1974,80,440.0,5,0,6,3,0,1,1626,
1593,6,1608,470.0,192854.50632911394,945,847.0,10179,1997,88.0,98.0,30,1997,252,0.0,5,663,7,3,1,0,1627,
1594,8,2283,632.0,192854.50632911394,1008,850.0,11792,2003,94.17561140008695,158.0,46,2003,120,188.0,5,1275,8,4,1,0,1628,
